sex,race_0,race_1,race_2,race_3,race_4,race_5,race_6,race_7,LSAT,UGPA,ZFYA
0,1,0,0,0,0,0,0,0,0.225394166,1.384475615,-0.81
1,1,0,0,0,0,0,0,0,-1.151628453,0.418693295,-0.66
1,1,0,0,0,0,0,0,0,-1.114907849,0.901584455,-0.46
0,1,0,0,0,0,0,0,0,0.592600198,0.418693295,0.55
1,1,0,0,0,0,0,0,0,0.592600198,1.625921195,0.75
1,1,0,0,0,0,0,0,0,0.776203214,-0.788534606,-0.91
1,1,0,0,0,0,0,0,0,-0.141811865,-0.305643446,1.27
0,1,0,0,0,0,0,0,0,0.225394166,-0.547089026,-0.38
0,1,0,0,0,0,0,0,0,1.143409245,0.418693295,1.31
1,1,0,0,0,0,0,0,0,0.776203214,0.418693295,-0.28
0,1,0,0,0,0,0,0,0,0.225394166,-0.305643446,1.31
0,1,0,0,0,0,0,0,0,-0.692620913,0.177247714,-1.38
1,1,0,0,0,0,0,0,0,-0.509017897,1.384475615,0.8
1,1,0,0,0,0,0,0,0,-0.692620913,0.418693295,-0.46
1,1,0,0,0,0,0,0,0,-0.509017897,0.901584455,1.02
1,1,0,0,0,0,0,0,0,0.408997182,0.660138875,-0.62
0,1,0,0,0,0,0,0,0,0.408997182,-1.271425766,0.06
0,1,0,0,0,0,0,0,0,1.327012261,-0.788534606,1.31
1,1,0,0,0,0,0,0,0,-0.876223929,1.143030035,0.38
1,1,0,0,0,0,0,0,0,-0.692620913,0.901584455,0.24
1,1,0,0,0,0,0,0,0,-0.509017897,0.901584455,0
0,1,0,0,0,0,0,0,0,-0.509017897,0.660138875,0.94
0,1,0,0,0,0,0,0,0,-0.141811865,-0.064197866,-0.38
0,1,0,0,0,0,0,0,0,-1.24342996,0.177247714,-0.31
0,1,0,0,0,0,0,0,0,-0.692620913,0.418693295,-0.03
0,1,0,0,0,0,0,0,0,-0.692620913,0.660138875,1.41
0,1,0,0,0,0,0,0,0,-0.876223929,0.418693295,0.22
0,1,0,0,0,0,0,0,0,-0.692620913,-0.064197866,-0.15
1,1,0,0,0,0,0,0,0,0.04179115,0.901584455,0.32
0,1,0,0,0,0,0,0,0,-0.692620913,0.901584455,-0.81
0,1,0,0,0,0,0,0,0,-0.325414881,0.418693295,0.3
0,1,0,0,0,0,0,0,0,0.225394166,-1.029980186,-0.4
0,1,0,0,0,0,0,0,0,-0.509017897,-0.064197866,0.77
1,1,0,0,0,0,0,0,0,-0.141811865,1.867366775,1.88
0,1,0,0,0,0,0,0,0,0.04179115,0.660138875,0.84
0,1,0,0,0,0,0,0,0,0.408997182,1.384475615,0.59
0,1,0,0,0,0,0,0,0,0.04179115,-0.305643446,-0.4
0,1,0,0,0,0,0,0,0,-0.876223929,0.418693295,0.08
0,1,0,0,0,0,0,0,0,-0.141811865,-0.305643446,-0.87
0,1,0,0,0,0,0,0,0,-0.325414881,-0.064197866,-1.46
1,1,0,0,0,0,0,0,0,-0.600819405,0.177247714,-1.5
0,1,0,0,0,0,0,0,0,-0.325414881,0.177247714,-1.13
1,1,0,0,0,0,0,0,0,0.225394166,0.901584455,0.86
0,1,0,0,0,0,0,0,0,0.04179115,0.418693295,0.06
0,1,0,0,0,0,0,0,0,-0.325414881,-1.995762506,0.51
0,1,0,0,0,0,0,0,0,0.592600198,-1.271425766,-0.33
0,1,0,0,0,0,0,0,0,0.04179115,1.867366775,1.15
1,1,0,0,0,0,0,0,0,0.776203214,1.384475615,-1.13
1,1,0,0,0,0,0,0,0,0.225394166,-1.029980186,-0.91
0,1,0,0,0,0,0,0,0,0.95980623,-0.788534606,0.26
0,1,0,0,0,0,0,0,0,-0.600819405,-0.064197866,-1.4
0,1,0,0,0,0,0,0,0,-0.692620913,1.143030035,1.72
0,1,0,0,0,0,0,0,0,-0.692620913,1.384475615,0.2
1,1,0,0,0,0,0,0,0,-0.509017897,-2.237208087,-1.65
0,1,0,0,0,0,0,0,0,-0.325414881,-0.064197866,-0.5
1,1,0,0,0,0,0,0,0,-1.24342996,0.418693295,-1.07
0,1,0,0,0,0,0,0,0,-0.509017897,-0.305643446,0.71
0,1,0,0,0,0,0,0,0,-0.141811865,-1.512871346,0.22
1,1,0,0,0,0,0,0,0,-0.325414881,0.177247714,-0.03
0,1,0,0,0,0,0,0,0,-0.509017897,0.660138875,-0.05
1,1,0,0,0,0,0,0,0,-0.876223929,0.660138875,-1.44
0,1,0,0,0,0,0,0,0,-0.600819405,-0.547089026,-0.15
1,1,0,0,0,0,0,0,0,-0.784422421,0.901584455,0.06
1,1,0,0,0,0,0,0,0,-0.141811865,1.867366775,0.55
0,1,0,0,0,0,0,0,0,-0.692620913,1.625921195,-0.31
0,1,0,0,0,0,0,0,0,0.95980623,-1.029980186,0.88
0,1,0,0,0,0,0,0,0,0.04179115,0.418693295,-1.42
1,1,0,0,0,0,0,0,0,0.592600198,0.901584455,1.08
1,1,0,0,0,0,0,0,0,-0.325414881,0.660138875,0.96
1,1,0,0,0,0,0,0,0,0.408997182,1.867366775,2.01
0,1,0,0,0,0,0,0,0,0.408997182,1.625921195,1.42
1,1,0,0,0,0,0,0,0,-0.876223929,-0.064197866,0.28
0,1,0,0,0,0,0,0,0,-0.325414881,-1.029980186,1.07
0,1,0,0,0,0,0,0,0,-0.876223929,-0.547089026,0.17
0,1,0,0,0,0,0,0,0,-0.417216389,-1.029980186,-1.07
1,1,0,0,0,0,0,0,0,-1.059826945,-0.547089026,0.17
0,1,0,0,0,0,0,0,0,-0.876223929,-0.064197866,-0.67
1,1,0,0,0,0,0,0,0,-0.876223929,-0.788534606,1.18
1,1,0,0,0,0,0,0,0,-0.692620913,-2.478653667,-0.33
1,1,0,0,0,0,0,0,0,-1.059826945,-0.064197866,0.09
1,1,0,0,0,0,0,0,0,-0.050010358,-0.305643446,-1.23
0,1,0,0,0,0,0,0,0,-1.059826945,-0.305643446,-0.57
1,1,0,0,0,0,0,0,0,-0.600819405,-2.720099247,-0.36
1,1,0,0,0,0,0,0,0,-0.141811865,-1.512871346,0.09
0,1,0,0,0,0,0,0,0,-0.141811865,-0.788534606,-1.47
1,1,0,0,0,0,0,0,0,-0.509017897,-0.064197866,-0.04
1,1,0,0,0,0,0,0,0,-0.141811865,-0.547089026,0.36
0,1,0,0,0,0,0,0,0,-2.106364135,-0.305643446,0.09
0,1,0,0,0,0,0,0,0,0.776203214,-1.995762506,0.83
1,1,0,0,0,0,0,0,0,-1.7024375,-0.305643446,-0.52
0,1,0,0,0,0,0,0,0,0.225394166,-2.237208087,-1.18
0,1,0,0,0,0,0,0,0,-1.427032976,0.660138875,-0.3
0,1,0,0,0,0,0,0,0,0.408997182,1.384475615,-0.33
0,1,0,0,0,0,0,0,0,-0.692620913,0.418693295,0.33
1,1,0,0,0,0,0,0,0,0.04179115,-1.995762506,-1.1
1,1,0,0,0,0,0,0,0,-0.325414881,0.177247714,-2.74
1,1,0,0,0,0,0,0,0,-1.886040516,-0.788534606,-1.65
0,1,0,0,0,0,0,0,0,-1.24342996,-0.305643446,-1.79
1,1,0,0,0,0,0,0,0,-0.509017897,0.660138875,0.07
0,1,0,0,0,0,0,0,0,-0.141811865,0.177247714,0.99
1,1,0,0,0,0,0,0,0,-2.289967151,-0.305643446,-0.36
0,1,0,0,0,0,0,0,0,0.04179115,-1.995762506,-0.6
0,1,0,0,0,0,0,0,0,0.776203214,-0.064197866,-1.36
0,1,0,0,0,0,0,0,0,-0.876223929,-0.547089026,0.54
0,1,0,0,0,0,0,0,0,0.04179115,-2.478653667,-0.22
1,1,0,0,0,0,0,0,0,-0.509017897,-0.064197866,2.05
1,1,0,0,0,0,0,0,0,-0.141811865,-1.271425766,0.07
1,1,0,0,0,0,0,0,0,-1.427032976,-1.029980186,-0.78
1,1,0,0,0,0,0,0,0,0.225394166,-0.547089026,0.81
0,1,0,0,0,0,0,0,0,-0.692620913,-1.512871346,-0.36
0,1,0,0,0,0,0,0,0,-1.151628453,-1.271425766,0.52
0,1,0,0,0,0,0,0,0,-0.509017897,-1.271425766,0.2
0,1,0,0,0,0,0,0,0,-0.509017897,-0.788534606,0.38
0,1,0,0,0,0,0,0,0,-0.325414881,-1.754316926,-0.2
1,1,0,0,0,0,0,0,0,-1.059826945,0.418693295,0.91
0,1,0,0,0,0,0,0,0,-0.509017897,-1.754316926,-1.65
0,1,0,0,0,0,0,0,0,0.04179115,-0.547089026,2.1
1,1,0,0,0,0,0,0,0,-0.141811865,-0.064197866,-0.78
0,1,0,0,0,0,0,0,0,0.225394166,-1.512871346,-0.36
1,1,0,0,0,0,0,0,0,0.592600198,-0.788534606,0.89
1,1,0,0,0,0,0,0,0,-0.784422421,1.143030035,1.52
0,1,0,0,0,0,0,0,0,-0.325414881,-1.512871346,1.31
0,1,0,0,0,0,0,0,0,-0.784422421,-1.995762506,0.67
0,1,0,0,0,0,0,0,0,-0.325414881,0.177247714,1.39
1,1,0,0,0,0,0,0,0,-1.610635992,0.660138875,-1.18
0,1,0,0,0,0,0,0,0,-0.141811865,1.625921195,-0.01
1,1,0,0,0,0,0,0,0,0.408997182,-0.305643446,0.44
0,1,0,0,0,0,0,0,0,-0.509017897,-1.029980186,0.52
0,1,0,0,0,0,0,0,0,0.95980623,-1.754316926,0.97
0,1,0,0,0,0,0,0,0,-0.141811865,-0.788534606,-1.28
1,1,0,0,0,0,0,0,0,-0.141811865,-0.788534606,-0.67
0,1,0,0,0,0,0,0,0,-0.509017897,-0.064197866,0.75
0,1,0,0,0,0,0,0,0,-3.171261627,0.418693295,-0.38
0,1,0,0,0,0,0,0,0,0.225394166,-1.995762506,2.16
0,1,0,0,0,0,0,0,0,-0.325414881,0.177247714,0.78
1,1,0,0,0,0,0,0,0,-0.509017897,-1.029980186,-1.42
0,1,0,0,0,0,0,0,0,-2.069643532,-1.271425766,0.73
0,1,0,0,0,0,0,0,0,0.408997182,-1.512871346,0.9
1,1,0,0,0,0,0,0,0,0.04179115,0.901584455,1.1
1,1,0,0,0,0,0,0,0,-0.692620913,0.660138875,0.25
1,1,0,0,0,0,0,0,0,-1.24342996,-0.305643446,0.97
1,1,0,0,0,0,0,0,0,-0.141811865,-0.064197866,-0.14
0,1,0,0,0,0,0,0,0,-0.692620913,-1.754316926,-0.75
0,1,0,0,0,0,0,0,0,0.408997182,-1.512871346,1.42
0,1,0,0,0,0,0,0,0,0.776203214,-1.512871346,1.22
0,1,0,0,0,0,0,0,0,-0.325414881,0.177247714,0.94
0,1,0,0,0,0,0,0,0,-1.610635992,-0.547089026,-0.43
0,1,0,0,0,0,0,0,0,-1.059826945,-2.478653667,-0.46
0,1,0,0,0,0,0,0,0,-2.069643532,1.143030035,0.65
1,1,0,0,0,0,0,0,0,-0.325414881,0.901584455,1.18
1,1,0,0,0,0,0,0,0,0.04179115,0.177247714,0.65
0,1,0,0,0,0,0,0,0,0.95980623,-0.547089026,1.05
1,1,0,0,0,0,0,0,0,0.592600198,-1.995762506,0.41
0,1,0,0,0,0,0,0,0,0.592600198,-1.029980186,1.42
0,1,0,0,0,0,0,0,0,-0.692620913,0.177247714,0.21
1,1,0,0,0,0,0,0,0,0.776203214,0.901584455,1.05
1,1,0,0,0,0,0,0,0,-0.876223929,0.660138875,1.34
1,1,0,0,0,0,0,0,0,-0.141811865,-0.064197866,-1.4
0,1,0,0,0,0,0,0,0,0.04179115,-1.029980186,-0.1
1,1,0,0,0,0,0,0,0,0.592600198,0.418693295,0.73
1,1,0,0,0,0,0,0,0,0.225394166,1.143030035,0.81
0,1,0,0,0,0,0,0,0,-0.141811865,-1.754316926,-0.27
1,1,0,0,0,0,0,0,0,0.317195674,-1.512871346,-0.69
1,1,0,0,0,0,0,0,0,-1.188349056,0.660138875,0.97
0,1,0,0,0,0,0,0,0,-0.968025437,-0.305643446,-1.72
0,1,0,0,0,0,0,0,0,-0.692620913,-1.029980186,-0.55
1,1,0,0,0,0,0,0,0,0.04179115,-0.064197866,-0.59
1,1,0,0,0,0,0,0,0,0.225394166,0.418693295,0.09
1,1,0,0,0,0,0,0,0,-0.325414881,0.177247714,0.86
0,1,0,0,0,0,0,0,0,-0.325414881,-0.788534606,-0.84
0,1,0,0,0,0,0,0,0,-0.876223929,1.143030035,1.62
0,1,0,0,0,0,0,0,0,0.408997182,-0.305643446,1.82
1,1,0,0,0,0,0,0,0,0.592600198,0.660138875,1.54
1,1,0,0,0,0,0,0,0,-0.325414881,-1.029980186,-0.23
0,1,0,0,0,0,0,0,0,-0.325414881,-1.754316926,-0.55
0,1,0,0,0,0,0,0,0,0.408997182,-1.271425766,1.1
0,1,0,0,0,0,0,0,0,0.225394166,1.143030035,0.53
0,1,0,0,0,0,0,0,0,0.95980623,1.867366775,2.02
0,1,0,0,0,0,0,0,0,0.592600198,-2.237208087,-0.92
0,1,0,0,0,0,0,0,0,0.04179115,-0.788534606,-0.31
0,1,0,0,0,0,0,0,0,-0.141811865,-0.547089026,-0.68
0,1,0,0,0,0,0,0,0,0.04179115,-0.547089026,0.94
1,1,0,0,0,0,0,0,0,-0.509017897,1.625921195,0.57
0,1,0,0,0,0,0,0,0,-1.24342996,-0.547089026,0.65
0,1,0,0,0,0,0,0,0,-0.692620913,-1.995762506,0.01
1,1,0,0,0,0,0,0,0,-0.233613373,0.901584455,0.81
0,1,0,0,0,0,0,0,0,0.592600198,-0.305643446,1.38
1,1,0,0,0,0,0,0,0,-0.141811865,-1.029980186,-0.07
1,1,0,0,0,0,0,0,0,-0.692620913,-0.064197866,0.01
1,1,0,0,0,0,0,0,0,-1.059826945,-0.064197866,-0.51
1,1,0,0,0,0,0,0,0,-1.24342996,-0.305643446,-0.43
0,1,0,0,0,0,0,0,0,-0.692620913,1.143030035,0.13
0,1,0,0,0,0,0,0,0,0.408997182,1.143030035,-0.03
1,1,0,0,0,0,0,0,0,-0.325414881,-0.788534606,-1.36
1,1,0,0,0,0,0,0,0,1.327012261,1.625921195,1.74
0,1,0,0,0,0,0,0,0,0.776203214,-1.995762506,0.09
1,1,0,0,0,0,0,0,0,-0.325414881,-0.064197866,-0.96
0,1,0,0,0,0,0,0,0,-0.325414881,-0.064197866,1.7
0,1,0,0,0,0,0,0,0,0.776203214,-1.512871346,-0.07
0,1,0,0,0,0,0,0,0,-0.233613373,0.418693295,0.85
1,1,0,0,0,0,0,0,0,-0.509017897,0.660138875,-1.41
1,1,0,0,0,0,0,0,0,0.592600198,-1.995762506,-0.23
1,1,0,0,0,0,0,0,0,-0.141811865,-1.271425766,0.81
0,1,0,0,0,0,0,0,0,-1.059826945,-1.271425766,-1.99
1,1,0,0,0,0,0,0,0,-0.509017897,0.177247714,-1.44
1,1,0,0,0,0,0,0,0,-1.151628453,0.418693295,0.25
1,1,0,0,0,0,0,0,0,0.225394166,1.384475615,1.38
1,1,0,0,0,0,0,0,0,-1.059826945,0.418693295,-0.03
1,1,0,0,0,0,0,0,0,-2.069643532,0.901584455,-0.63
0,1,0,0,0,0,0,0,0,-0.692620913,-1.029980186,0.45
0,1,0,0,0,0,0,0,0,-0.692620913,0.418693295,-0.07
0,1,0,0,0,0,0,0,0,0.592600198,-0.064197866,0.57
1,1,0,0,0,0,0,0,0,-0.19689277,-0.547089026,-1.72
0,1,0,0,0,0,0,0,0,-0.141811865,-0.064197866,-0.39
0,1,0,0,0,0,0,0,0,-0.325414881,0.660138875,1.26
1,1,0,0,0,0,0,0,0,-0.876223929,-0.547089026,0.09
1,1,0,0,0,0,0,0,0,-1.059826945,-0.064197866,-1.56
1,1,0,0,0,0,0,0,0,0.04179115,0.418693295,0.09
0,1,0,0,0,0,0,0,0,-0.325414881,-1.995762506,0.53
0,1,0,0,0,0,0,0,0,-0.784422421,-0.064197866,0.29
0,1,0,0,0,0,0,0,0,-0.876223929,0.177247714,-1.16
1,1,0,0,0,0,0,0,0,-2.16144504,-1.271425766,-1.44
1,1,0,0,0,0,0,0,0,-1.427032976,-1.754316926,-0.75
0,1,0,0,0,0,0,0,0,-0.325414881,-0.547089026,-2
1,1,0,0,0,0,0,0,0,-0.876223929,0.660138875,0.05
0,1,0,0,0,0,0,0,0,0.04179115,0.177247714,-0.15
0,1,0,0,0,0,0,0,0,0.592600198,0.177247714,-0.59
0,1,0,0,0,0,0,0,0,0.408997182,0.177247714,-0.64
1,1,0,0,0,0,0,0,0,0.04179115,0.177247714,0.33
1,1,0,0,0,0,0,0,0,-0.692620913,0.660138875,0.17
1,1,0,0,0,0,0,0,0,-0.141811865,0.901584455,0.85
0,1,0,0,0,0,0,0,0,0.04179115,-0.547089026,0.77
1,1,0,0,0,0,0,0,0,-0.692620913,1.143030035,-0.38
0,1,0,0,0,0,0,0,0,-1.151628453,0.901584455,1.54
0,1,0,0,0,0,0,0,0,0.225394166,-1.029980186,-0.35
0,1,0,0,0,0,0,0,0,-0.141811865,-0.788534606,-0.92
0,1,0,0,0,0,0,0,0,0.408997182,-1.271425766,0.01
1,1,0,0,0,0,0,0,0,-2.895857103,-1.271425766,-0.24
1,1,0,0,0,0,0,0,0,-1.794239008,-1.512871346,1.06
0,1,0,0,0,0,0,0,0,-1.371952072,-1.754316926,0.28
0,1,0,0,0,0,0,0,0,-2.712254087,-0.064197866,0.46
0,1,0,0,0,0,0,0,0,-1.794239008,-1.995762506,0.6
0,1,0,0,0,0,0,0,0,-2.528651071,-1.271425766,0.35
1,1,0,0,0,0,0,0,0,-1.977842024,-0.064197866,-0.28
0,1,0,0,0,0,0,0,0,-1.335231468,-1.754316926,0.69
0,1,0,0,0,0,0,0,0,-1.518834484,-0.305643446,0.35
1,1,0,0,0,0,0,0,0,0.04179115,0.660138875,0.8
1,1,0,0,0,0,0,0,0,-0.141811865,0.660138875,0.9
0,1,0,0,0,0,0,0,0,-2.16144504,-0.788534606,-0.49
0,1,0,0,0,0,0,0,0,-0.876223929,-2.478653667,0.25
0,1,0,0,0,0,0,0,0,-0.876223929,-1.271425766,0.16
0,1,0,0,0,0,0,0,0,-2.804055595,-1.029980186,0.4
0,1,0,0,0,0,0,0,0,-2.069643532,-0.305643446,0.99
0,1,0,0,0,0,0,0,0,-1.977842024,-1.029980186,-0.46
0,1,0,0,0,0,0,0,0,-1.24342996,-1.029980186,-0.09
0,1,0,0,0,0,0,0,0,-1.518834484,-1.271425766,-0.14
0,1,0,0,0,0,0,0,0,-0.600819405,1.143030035,0.69
1,1,0,0,0,0,0,0,0,-1.977842024,-0.547089026,-0.28
1,1,0,0,0,0,0,0,0,-1.610635992,-1.029980186,-0.19
0,1,0,0,0,0,0,0,0,0.95980623,-0.064197866,0.84
0,1,0,0,0,0,0,0,0,-2.583731976,-0.305643446,-0.46
0,1,0,0,0,0,0,0,0,-1.427032976,-1.271425766,1.14
1,1,0,0,0,0,0,0,0,0.225394166,-0.788534606,0.13
0,1,0,0,0,0,0,0,0,-2.253246548,-0.788534606,0.2
0,1,0,0,0,0,0,0,0,-1.059826945,-2.478653667,0.5
1,1,0,0,0,0,0,0,0,-0.509017897,0.901584455,1.09
0,1,0,0,0,0,0,0,0,-1.24342996,-0.788534606,1.24
0,1,0,0,0,0,0,0,0,-2.16144504,-1.512871346,0.9
1,1,0,0,0,0,0,0,0,-2.16144504,-1.754316926,0.25
0,1,0,0,0,0,0,0,0,-1.886040516,-1.271425766,0.16
0,1,0,0,0,0,0,0,0,-3.630269166,0.660138875,0.2
0,1,0,0,0,0,0,0,0,-1.977842024,-1.754316926,-0.58
1,1,0,0,0,0,0,0,0,0.04179115,-0.305643446,0.99
1,1,0,0,0,0,0,0,0,-1.24342996,0.177247714,0.99
0,1,0,0,0,0,0,0,0,-2.528651071,-1.271425766,-0.19
0,1,0,0,0,0,0,0,0,-1.059826945,-1.754316926,0.6
1,1,0,0,0,0,0,0,0,0.592600198,0.177247714,0.99
1,1,0,0,0,0,0,0,0,0.776203214,-0.064197866,1.64
0,1,0,0,0,0,0,0,0,0.04179115,-1.271425766,1.54
1,1,0,0,0,0,0,0,0,-1.739158103,-1.754316926,1.34
0,1,0,0,0,0,0,0,0,-1.059826945,-2.720099247,0.16
0,1,0,0,0,0,0,0,0,-2.253246548,0.177247714,0.87
0,1,0,0,0,0,0,0,0,-0.141811865,-2.478653667,1.49
1,1,0,0,0,0,0,0,0,0.776203214,-0.788534606,2.02
0,1,0,0,0,0,0,0,0,-1.977842024,-1.512871346,1.28
1,1,0,0,0,0,0,0,0,-2.069643532,-1.271425766,-0.09
0,1,0,0,0,0,0,0,0,-1.00474604,-1.995762506,-0.4
0,1,0,0,0,0,0,0,0,-1.610635992,-2.237208087,0.46
1,1,0,0,0,0,0,0,0,0.408997182,-0.788534606,1.39
1,1,0,0,0,0,0,0,0,0.408997182,0.177247714,2.02
0,1,0,0,0,0,0,0,0,-1.610635992,-2.237208087,-0.09
0,1,0,0,0,0,0,0,0,-1.114907849,-2.237208087,0.16
0,1,0,0,0,0,0,0,0,-1.24342996,-1.271425766,-0.39
1,1,0,0,0,0,0,0,0,-0.692620913,-1.995762506,-0.24
0,1,0,0,0,0,0,0,0,-1.610635992,-1.995762506,0.46
0,1,0,0,0,0,0,0,0,-2.345048055,-1.029980186,0.84
0,1,0,0,0,0,0,0,0,-1.610635992,-1.271425766,0.16
1,1,0,0,0,0,0,0,0,-2.253246548,-1.029980186,-0.68
0,1,0,0,0,0,0,0,0,-1.059826945,-1.995762506,0.1
0,1,0,0,0,0,0,0,0,-1.059826945,-2.478653667,-0.14
0,1,0,0,0,0,0,0,0,-1.794239008,-1.754316926,-0.39
1,1,0,0,0,0,0,0,0,-0.692620913,-1.512871346,1.34
0,1,0,0,0,0,0,0,0,-0.876223929,-1.995762506,0.99
1,1,0,0,0,0,0,0,0,-1.849319913,-0.064197866,0.2
1,1,0,0,0,0,0,0,0,0.408997182,0.660138875,0.4
0,1,0,0,0,0,0,0,0,-1.977842024,-0.305643446,-0.64
0,1,0,0,0,0,0,0,0,-1.7024375,-0.788534606,-0.34
0,1,0,0,0,0,0,0,0,-1.794239008,-1.512871346,0.94
0,1,0,0,0,0,0,0,0,-2.289967151,-0.547089026,-0.05
1,1,0,0,0,0,0,0,0,-1.886040516,-0.305643446,-0.19
0,1,0,0,0,0,0,0,0,-1.151628453,-1.271425766,0.31
1,1,0,0,0,0,0,0,0,-1.7024375,1.384475615,0.46
1,1,0,0,0,0,0,0,0,-0.876223929,-1.512871346,0.16
0,1,0,0,0,0,0,0,0,-0.564098802,-0.064197866,1.43
0,1,0,0,0,0,0,0,0,0.592600198,-0.305643446,-0.34
0,1,0,0,0,0,0,0,0,-1.610635992,0.418693295,-0.43
0,1,0,0,0,0,0,0,0,-2.712254087,-0.547089026,0.8
1,1,0,0,0,0,0,0,0,-1.427032976,-1.512871346,0.2
0,1,0,0,0,0,0,0,0,-2.345048055,-1.271425766,1.39
0,1,0,0,0,0,0,0,0,-1.298510865,-1.754316926,0.35
0,1,0,0,0,0,0,0,0,-0.509017897,-1.995762506,1.43
0,1,0,0,0,0,0,0,0,0.408997182,-1.029980186,0.55
0,1,0,0,0,0,0,0,0,-2.712254087,-0.547089026,-0.83
0,1,0,0,0,0,0,0,0,-0.692620913,-3.202990407,1.05
0,1,0,0,0,0,0,0,0,-2.289967151,1.384475615,1.14
0,1,0,0,0,0,0,0,0,-1.518834484,-0.547089026,0.25
1,1,0,0,0,0,0,0,0,-0.876223929,-1.271425766,0.16
0,1,0,0,0,0,0,0,0,-1.794239008,-1.271425766,0.31
1,1,0,0,0,0,0,0,0,-3.171261627,-0.064197866,0.16
0,1,0,0,0,0,0,0,0,-3.391585246,-1.271425766,0.1
1,1,0,0,0,0,0,0,0,0.04179115,0.418693295,0.12
1,1,0,0,0,0,0,0,0,-2.16144504,-1.512871346,-0.58
1,1,0,0,0,0,0,0,0,-0.509017897,-2.237208087,1.2
1,1,0,0,0,0,0,0,0,-0.692620913,-0.305643446,1.24
0,1,0,0,0,0,0,0,0,0.225394166,1.143030035,1.54
0,1,0,0,0,0,0,0,0,-0.325414881,-1.271425766,1.2
1,1,0,0,0,0,0,0,0,-0.876223929,-1.512871346,1.88
0,1,0,0,0,0,0,0,0,-2.40012896,-1.029980186,0.28
0,1,0,0,0,0,0,0,0,-1.298510865,-1.754316926,-0.14
0,1,0,0,0,0,0,0,0,-1.24342996,-2.720099247,0.99
0,1,0,0,0,0,0,0,0,1.143409245,-1.029980186,0.6
0,1,0,0,0,0,0,0,0,-2.253246548,-1.995762506,-0.43
0,1,0,0,0,0,0,0,0,-2.16144504,-1.995762506,-0.93
1,1,0,0,0,0,0,0,0,0.04179115,-0.064197866,-0.3
0,1,0,0,0,0,0,0,0,-1.335231468,-0.064197866,1.97
0,1,0,0,0,0,0,0,0,0.225394166,-1.029980186,-0.16
0,1,0,0,0,0,0,0,0,-0.141811865,-1.271425766,-1.11
0,1,0,0,0,0,0,0,0,0.776203214,-1.271425766,-2.1
1,1,0,0,0,0,0,0,0,-0.325414881,-0.788534606,1.72
1,1,0,0,0,0,0,0,0,-0.233613373,0.177247714,2.11
0,1,0,0,0,0,0,0,0,-1.24342996,1.625921195,0.75
0,1,0,0,0,0,0,0,0,-0.417216389,-1.029980186,-0.18
0,1,0,0,0,0,0,0,0,-0.876223929,0.660138875,0.39
0,1,0,0,0,0,0,0,0,0.50079869,-0.064197866,2.24
1,1,0,0,0,0,0,0,0,0.04179115,-0.305643446,-0.13
0,1,0,0,0,0,0,0,0,0.776203214,-0.064197866,1.24
1,1,0,0,0,0,0,0,0,-1.059826945,0.660138875,-2.21
1,1,0,0,0,0,0,0,0,0.408997182,-0.305643446,-0.08
1,1,0,0,0,0,0,0,0,0.408997182,-1.512871346,0.37
0,1,0,0,0,0,0,0,0,0.408997182,-0.305643446,0.66
1,1,0,0,0,0,0,0,0,-1.059826945,1.143030035,1.09
0,1,0,0,0,0,0,0,0,0.04179115,-0.547089026,0.8
1,1,0,0,0,0,0,0,0,0.408997182,0.901584455,1.9
0,1,0,0,0,0,0,0,0,0.04179115,0.660138875,-0.1
1,1,0,0,0,0,0,0,0,-0.417216389,-0.305643446,-0.46
1,1,0,0,0,0,0,0,0,-0.325414881,-0.547089026,0.71
0,1,0,0,0,0,0,0,0,-0.325414881,-0.064197866,-0.59
0,1,0,0,0,0,0,0,0,-0.325414881,0.177247714,0.48
1,1,0,0,0,0,0,0,0,0.592600198,0.660138875,0.3
0,1,0,0,0,0,0,0,0,0.592600198,-1.029980186,-0.16
0,1,0,0,0,0,0,0,0,0.592600198,-1.512871346,1.49
0,1,0,0,0,0,0,0,0,-0.325414881,-0.547089026,-0.87
0,1,0,0,0,0,0,0,0,-0.509017897,-0.547089026,-0.85
0,1,0,0,0,0,0,0,0,-0.600819405,1.143030035,0.43
1,1,0,0,0,0,0,0,0,-0.509017897,1.867366775,-0.66
1,1,0,0,0,0,0,0,0,1.877821309,0.901584455,1.27
1,1,0,0,0,0,0,0,0,0.592600198,-0.305643446,0.28
1,1,0,0,0,0,0,0,0,-0.509017897,0.901584455,1.22
0,1,0,0,0,0,0,0,0,-0.141811865,-0.064197866,-0.71
1,1,0,0,0,0,0,0,0,0.776203214,0.901584455,1.43
0,1,0,0,0,0,0,0,0,-0.509017897,-0.547089026,-0.57
0,1,0,0,0,0,0,0,0,-0.141811865,-0.064197866,0.39
1,1,0,0,0,0,0,0,0,0.592600198,-0.788534606,0.51
1,1,0,0,0,0,0,0,0,-0.141811865,0.177247714,1.02
1,1,0,0,0,0,0,0,0,0.04179115,-0.547089026,-0.55
1,1,0,0,0,0,0,0,0,-0.325414881,-0.305643446,-0.28
0,1,0,0,0,0,0,0,0,-0.692620913,0.660138875,-0.76
1,1,0,0,0,0,0,0,0,1.327012261,-2.720099247,0.51
1,1,0,0,0,0,0,0,0,0.776203214,-1.512871346,0.72
1,1,0,0,0,0,0,0,0,0.225394166,-1.029980186,-1.33
